title	content
학교가 너무 예뻐서..	사진을 조금 찍어봤어요.. ㅎㅎ 행복한 하루 보내세요 :)
와 북한 쳐들어오나	미쳤네
천둥번개 영상 찍었는데	벼락'맞는'다는 표현이 납득됨 두번째 영상은 비랑 우박 소리가 너무 무서워서
갑자기 든 생각인데 말이야	코인노래방이랑 코인세탁 같이하면 괜찮을것같지 않아? 빨래돌리는동안 노래부르면서 시간떼우기~~~
수능 현역들 압살하는 법	1. 과잠을 입고 수험장에 들어간다. 이때 반드시 크잠을 입어줘야 한다.  2. 술냄새를 풍기면서 어른의 위엄을 과시한다. 소주를 가져가는 것도 괜찮다. 그냥 가져가면 제재 당하니 라벨없는 물병에 넣어간다  3. 1교시가 끝나면 혼잣말로(70db 이상) “아 1컷 ㅈㄴ 높겠네 ㅅㅂ“ 이러고 나간다. 반드시 크잠을 걸치고 나가서 주변의 다른 수험생들에게 과시한다.  4. 수학은 기세다. 누구보다 빠르게 남들과는 다르게 첫장을 넘겨야 한다. 한석원의 안광지배철을 실천하자. 지면이 찢어질듯이 ㅈㄴ크게 넘겨주는거다.  5. 2교시가 끝나면 옆사람한테 수학 30번 정답을 물어본다. (틀린 답으로 묻는 것을 잊지 말자.)  6. 영어는 걱정마라. 여기서 당신보다 이국적인 사람은 없다.  7. 이때까지 버틴 애들 중에 현역은 없을 것이다. 남은 애들은 모두 N수생이다.  다들 수이팅!
백기앞 갈색 모자 잃어버리신분	백기 2층 입구쪽 돌하르방 위에 올려두었습니다
교육관 투명 칸막이 좀 없애주세요 …	강의실 안 그 칸막이 때문에 불편한 적이 한두번이 아닙니다 .. 이제 접착력도 별로 없어져서 지나다닐 때마다 떨어지기도 하고 사범대 과목 특성 상 수업 중에 다른 분들과 토의해야 하는 경우도 많고 하는데 칸막이가 소리를 생각보다 많이 차단해요ㅠ 계속 붙여놓는 이유가 따로 있는 건가요?
수능날에 왜 휴강 안하나요???	어이가없네요 솔직히 휴강해야하는거 아닌가요?
다들 오늘 수능	만점 나와서 서울대가라
와서 단 한번도 반수 생각 안해본 사람은 근본추	민 족 고 대
수능날의 아침은 유독 쌀쌀합니다.	수능날의 아침은 유독 쌀쌀합니다. 냉정히 정답만을 좇아야 하는, 한껏 차가워진 수험생들의 두 손을 더욱 시리웁게 하는 수능날의 바람이 있거든요. 그런데요, 오늘 아침은 생각보다 따뜻했습니다. 매년 11월 셋째 주 목요일마다 어김없이 불어왔던 그 바람이 오늘만큼은 조금 잦아들었던 것 같아
🍁고전음악감상실 가을음악제에 여러분을 초대합니다!🍁	🍁고전음악감상실 가을음악제에 여러분을 초대합니다!🍁  안녕하세요! 고전음악감상실에서 힘든 일상 속에서 조금이나마 학우분들께 위안이 되고자 2022년 KUMAC 가을음악제를 진행합니다🎵 반도네온, 어쿠스틱 기타, 바이올린 트리오로 탱고음악을 주제로 공연을 진행합니다🎻  🎵시간: 11월 28일 월요일 17시 30분 🎵장소: 중앙광장 CCL  🎵프로그램 Por una Cabeza-Carlos Gardel Danzarin-Julian Plaza Nocturna-Julian Plaza La Cumparsita-Gerardo Rodriguez Oblivion-Astor Piazolla Mezame-Hiroshi Kumata Libertango-Astor Piazolla  다양한 악단에서 활동하고 있는 현직 프로연주자 분들이 연주를 해 주실 겁니다. 😆 지친 일상 속 잠시라도 들려서 음악속에서 쉬었다 가세요~~☺️☺️  11월 28일 월요일 오후 5시 30분 CCL에서 만나요!
하.. 수능 끝났는데 아무 생각도 안 드네	안치러가서그런가
수능친 에붕이들 고생많았고	이제 학교로 돌아와야지
막걸리셋기들아 어딜도망가냐?	함께 영원히 안암골에서 부비적대자 이말이다ㅋㅋㅋㅋㅋㅋㅋㅋ
고대도 못올 점수 받은 사람?	ㅣㅣㅣ
고려대엔 왜 돌아오셨습니까?	고려대엔 왜 돌아왔냐고 이 개쉐끼야
Declined	
차키를 분실했습니다	문캠 내에서 스마트키를 분실했습니다..볼보 차량이고 키링으로 꼬북이랑 레고가 달렸습니다..사례 크게 하겠습니다..부탁드립니다
난 우리 학교가 좋다	석탑과 같이 우뚝 솟은 석조 건물들 아침 안암역과 고려대역에서 바삐 미래를 준비하는 이들 강의 사이에 돌아다니는 좁고도 넓은 교내의 거리들 교내를 돌아다니면 느껴지는 젊음의 정취 입실렌티, 고연전이 되면 그 누구보다 타오르는 가슴 고대 교우로서 처음 본 이들과도 하나되는 사람들 불꺼진 세상에서 빛을 밝히는 학교의 조명들 술자리 이후에 쓴 제정신보다 나은 일필휘지의 글들 다른 학교에선 가질 수 있었을지 모를 특별한 인연들 어두워지면 느껴지는 참살이길과 그 주변 밤거리들 항상 생각하지만 나는 낭만이 있는 삶이 좋다. 그래서 나는 우리 학교가 좋다
수능 조진애들 힘내라, ..	근데 시험볼때 힘좀내지 이제와서 힘내는게 맞긴하냐?
오빠 시험 잘봤어??	
나공캉나공캉	나금요일에공캉
응애=OH-	응애
🌷파이빌 2022 첫 오프라인 전시, <복잡미묘: 감정의 세계>🌷	나의 풍부한 감정을 몇 가지 단어로만 나타내기 힘들다고 느낀 적이 있나요?  때때로 우리의 복잡한 감정을 드러내기에, 단어는 너무 흔하고 단편적이에요. 기쁘면서도 불안한 선홍색 감정이 있고, 우울하면서도 차분해 가을바람 같은 감정이 있는데 말이에요.  💌복잡미묘한 감정들을 재해석한 전시, <복잡미묘: 감정의 세계>에 그런 당신을 초대합니다💌  고려대 학우들이 출품한 다양한 기억과 감정을 파이빌 아카디오팀이 과학도서관 테크네에 구현해 놓았답니다.  여름밤 함께 개울가를 걸으며 대책없이 행복했던 추억, 별다른 일이 없었는데도 방 안에 혼자 앉아 밤을 맞이하다 보니 갑자기 울적해진 경험들… 그리고 그 기억과 함께 느껴지는 시냇물 흘러가는 소리. 밤 공기의 기분 좋은 서늘한 촉감. 내 방 안에도 있을 법한 디퓨저 향기. 그런 것들을 여러분과 나누고 싶었어요.  🌱누구나 겪어 보았을 법하지만, 각자에게는 매우 특별한 단 하나의 기억🌱  이 전시에서 여러분이 그 기억을 오감으로 느끼며 공감할 수 있길 바랍니다.  📌 일시 1) 1차 전시- 2022.11.21~2023.1.6 2) 2차 전시- 2023.1.16~2023.2.24  📌 장소: 과학도서관 1층 테크네  📌 관람료: 무료  📌 주의사항: 과학도서관 특성상 고려대학교 학생증을 소지하지 않은 학생은 출입이 불가합니다
평소보다 못쳐서 고대붙은 게이들 봐라	너흰 이제 개씹쌉깡촌 안암골에서 나갈 수 없다  반수를 한들 응디 따땃하게 고려대 붙여놨는데 공부를 절박하게 할까?  고연전 입실렌티 하면 구석에 처박혀서 수능풀고 있을 수 있을까?  고파스 들어가면 디시가 하나 더생긴 기분인데 익게 30분 보고 한문제 풀고 다시 익게 30분하게 될거다 ㅋㅋㅋㅋㅋㅋ  그러니까 일찌감치 포기해라 아쎄이들아 여기가 니 뼈묻을 곳이다 컄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
정보적사고 설문 대체 뭐냐	처음 공지에도 설문이 성적에 반영된다는 말 없었고 2차 수업 공지 때에도 설문이 '권장'되고 있는데 마지막에 갑자기 설문이 필수라고 하니까 개어이없다 추가오픈 한다고 해도 그냥 이 사실 자체가 어이없음
근데 성별 차이로 군대 안가는데	애도 안 낳으면 그 성별 차이는 필요할 때만 쓰이는거야?
20대까진 여자가 훨씬 유리한게 팩트임	당장 입시판만 보더라도 여대 약대, 의대, 치대, 로스쿨이 존재하고 군문제로부터 오는 시간적 경제적 제약이 없음 여기까진 반박불가임 30대부턴 출산으로 인한 경력 단절, 남녀 임금격차가 있다는데 그건 인비져블썸띵이고 ㅇㅇ
난 여자들 논리가 ㄹㅇ 이해가 안되네	군대 얘기 나오면 대항마로 나오는게 하나같이 지들은 겪어보지도 못한, 어디서 주워들었거나 인터넷에서 본 것들 뿐임 그저 공감호소인, 차별피해호소인들 대단하다!
왜 굳이 이해를 하려고 해 그냥 각자 자기꺼 챙기고 살아	각자 자기 할 말 하면서 자기꺼 챙기고 사는거지 뭘 이해를 하려고 해 어차피 못겪어본건 서로 이해못해
다들 싸우지마	혼란스러운 핫게는 고려대 공식 아이돌 탕쿠쿠가 해맑은 미소로 정화할거야
수능 전날 여친이랑 헤어지고 수능 보고 옴	돌아보면 항상 내가 을인 연애였던 것 같아 그어둔 선을 비집고 처음 들어온 햇살이 예뻤던 탓일까 그 순간만큼은 아름다워서 끝까지 미운 말을 건넬 힘조차 없더라 4년을 사겼는데 고등학교 때였나 먼저 다가와서 좋아한다고 들이대던 애가 부담스러웠다가도 나중엔 내가 훨씬 더 좋았는데 수능 전날
아줌마들 성별가지고 싸움 붙이지 마세요	아저씨들도요
ㅈ같은 분위기 속 정보글: 핸메코트 비싸서 못산분들	지금 무신사스탠다드 핸드메이드 사세요 할인받으면 사람에 따라 15~17만원초 일거임 그리구 히트텍같은거 자체제작한거 100원에 줌 울70 캐시13  본인은 검정이없어서 검정사긴했는데  실제로 본 바로는 오트밀이 정말 예뻤음 모질이 살아있는게 느껴져서 더 고급스러웠음 까망은 캐시미어광 좀 나나...? 싶은데 뭔가 모질이 덜 살아있는느낌?  근데 좋긴 좋음  내가 진짜 최근 몇주를 눈에 불을키고 코트를 찾았는데 보세는 진짜 노답이라 다 제끼고  리스트..이번 디자인 다 별로임 가산갔는데 다 이상했음  그리고 spa 다 돌았는데 미쏘가 재질은 가장 좋은데 미친놈들이 가격 25로 냈고 길이가 뭔가 짧은 느낌임  에잇세컨즈는 정말정말 재질이 좋아보이고.. 핏도 진짜 세심하게 들어갔는데 혼용률보면....울56이 전부라 깜짝놀라고.. 안감없음..... 출시가 17인데 12정도면 샀을거같긴함..  스파오는 사지마 존나 번쩍거림  로엠은 지금 제일 잘나가는거 직잭 들어가면 있거든? 이거도 되게 좋긴해 디게 가볍고 후들후들 좀 얇은데 울 70 들어있고 캐시 없음 근데 사이즈 ㄹㅇ 작게 나옴 이게 가슴둘레도 그렇고 팔둘레도 작게 나와서 입어보고 사야함 근데 여기껀 색이 다 요상한듯...검정아니면 오트밀멜란지 사야 할 듯함 크림색 핑크색 뭔가 애같더라 다크블루는 걍 이상하고
협문이 입결은 낮지만 선비이니라.	기술이나 돈에대해 배우는 자들과는 비교가 불가능한 품격이 있느니라
크리스마스 1달 남았는데 모쏠이면 개추	대학 오면 생긴다며
아잉 1학점 시발	양심 있냐 죽여버리고싶네
따사	로운
지구온난화때문인거지 이거..?	11월 후순에 20도를 찍는건 뭔가 한참 잘못됐는데... 반팔입어도 되겠어 낮에는
고연전 응원 압승하는 법	저거 하면 ㄹㅇ 못 이길 수가 없음
올해 대학수험 대참사 짤로 도는건데	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱㅋ 증명사진 저렇게 쓰면 불합임?
새솔 공약 충격인 점	등록금 인상이 공약임 ㅋㅋ
올해 조용히 수능친 사람은 하수다	저분 옆 자리에서 셤치고 고대 왔으면 고수
헤헤 맛있겠다..	빵은 역시 연세지 >~<
수능 이의신청 게시판 근황	
누가 다람쥐한테 제사 지내냐	마늘이랑 고추 놓아둠
왕 뉴진스다!하고 봤는데 멈칫했어	첨에 잘못본줄
제가요 만화를 그리는데요	안녕하세요 한번씩들 보구 가셔요 감기조심하시구요 건강하세요 감사합니다
뭔가 좀 익숙한 그림인데	ㅋㅋㅋ
11월 21일이 무슨 날인지 알아?	바로 자체휴강의 날이래! 그래서 오늘은 학교 안갈려고
국뽕? NO	고뽕 YES
대학 왜 다니는지 모르겠어	시험 치는 두 과목은 그냥 수업나가서 멍 때리고 있다가 시험기간에 교과서랑 ppt 열심히 보고 시험치고 과제랑 팀플로 시험 대체하는 과목은 더더욱 수업 들을 유인이 없으니까 노트북 펼치고 폰만 만지작 거리다가 과제랑 팀플 할 일만 하고... 딱히 무언가를 배우는 것도 아니고 그냥 구글 검색... 뭐 하고 있는지 모르겠다
포켓몬 근황.jpg	내 미래모습 NPC로 넣어놓음
냥꼬치	서관 귀염둥이얌
스코티 계정에 우리학교 올라왓다	ㄱㅇㅇ
공강시간에 정후 옆 파이빌에서 쉬다가세요📖☕️	내일부터 3일간, 파이빌에서 <호텔파이빌: 시차적응> 행사합니다!  올드재즈팝이 흐르는 따스한 공간에서 시📖와 차☕️로 편안히 쉬다가세요 빈백과 나무평상에 자유롭게 누워계실 수 있습니다  *사전신청 X, 무료O *원하실 때 오셨다가 원하실 때 가시는 자유로운 행사입니다!  1. 시📖 시집을 고르기가 어렵다면, 15명의 학우분들이 직접 남겨주신 ‘시집큐레이션’이 특별한 재미가 되어줄거에요! 시집과 함께 천천히 둘러보세요. ‘호텔룸키를 본따 제작한 필사키트’와 필사존도 여러분들을 기다리고 있습니다. 여러분께 추억이 될 이벤트도 준비되어있으니 많은 관심부탁드립니다 :)  2. 차☕️ 향긋한 피치티, 얼그레이티, 카모마일티를 즉석에서 내려드립니다. 준비된 로투스와 함께 즐겨주세요.  3. 기타 자랑거리☺️ 교*문고 디퓨저향, 올드재즈 음악, 은은한 조명, 빔프로젝터영상으로 시를 즐기기 딱 좋은 오감만족 공간을 만들었습니다. 꼬옥 놀러오세요🤍  <행사안내> 장소: 파이빌 1층 (바닥에 화살표 안내) 일시: 11월 22일(화)-24(목) 12:00-17:00 문의: 파이빌 인스타그램 (@314.99) 혹은 댓글
🍻낭만가득 그루터기 일일호프🍻	중앙통기타동아리 그루터기에서 일일호프를 진행합니다!! 낭만 가득한 동아리답게 🥁공연🥁도 준비하였으니 오셔서 함께 즐기고 가세요~  📍날짜 : 11월 23일 수요일 📍시간 : 19:00~23:00 📍장소 : 안암 호랭이술집  🎼오뎅탕, 순살후라이드, 파전, 떡볶이 등 야무진 메뉴 🎼소주, 맥주뿐만 아니라 막걸리, 청하, 한라산 등 다양한 주류와 음료도 주문 가능 🎼인스타그램 스토리에 공연관람 인증 사진과 함께 그루터기 계정 태그시 할인권 증정! 🎼공연 중간에 진행하는 음악 퀴즈를 맞추면 달콤한 간식까지~  - 테이블은 예약이 아닌 선착순입니다. - 결제는 계좌이체 또는 현금으로만 가능합니다. - 기타 문의사항은 그루터기 카카오채널(http://pf.kakao.com/_Hxnxjxob)로 부탁드립니다
안녕하세요! 문과대학 제52대 학생회장단 선거운동본부 문의:文義입니다.	* 문과대학 선거관리위원회와의 논의 결과에 따라, 본 게시물은 선거운동본부원에 한하여 공유 및 재배포가 가능합니다. 안녕하세요, 문과대학 제52대 학생회장단 선거운동본부 문의:文義입니다. 정후보 송유진, 부후보 박관웅 인사드립니다. 본 게시물을 시작으로, 문의:文義의 정책이
요새 왤케 따뜻함	지구 좆됐네
구내염 맨날 나는사람 세금 깎아줘야함	ㄹㅇ 잊을만하면 나고 맵거나 짜거나 달거나 쓰거나 뜨겁거나 차가운 음식 먹을때마다 고통스러움... 인생이 지옥이다
안암역까지 데려다주셨던 분을 찾습니다 (+ 술 취하신 분 조심하세요ㅠ)	어제(월요일) 밤 11시 30분 좀 넘은 시각에 집에 가기 위해 오거리에서 안암역을 가려던 중이었습니다. 청년다방 쪽으로 가기 위한 횡단보도에 취한 분이 계셨고, 저를 보고 이상한 행동 하시더라구요.. 그때 옆에서 어떤 학우님께서 그 분을 막아주셨습니다.  참살이에서 취객이 제 뒤를 따라오는 걸 보고 제가 가는 곳까지 데려다주겠다면서 동행해주셨어요ㅠㅠ  취객은 저희를 따라오는 동안에도 주위 사람들한테 자꾸 이상한 행동하시고 (앉아계신 남성분 신체 만지기, 다른 사람들 향해서 팔 벌리기 등등) 저희가 주춤거리면 같이 멈추고 앞으로 가면 걸어가고를 반복하시더라구요  저희가 따돌리려고 포토이즘쪽으로 돌아서 안암역에 가고자 삼성통닭과 세븐일레븐 사이 골목으로 가니까 따라서 결국 안암역까지 오셨습니다...  동행해주셨던 분이 취객을 커버해주시는 동안 저는 안암역으로 내려갈 수 있었는데, 그냥 그렇게 온게 마음에 걸려서 죄송하고 너무 감사드려요ㅠㅠ  만약 혼자 그대로 갔으면 정말 무서웠을 것 같은데 덕분에 무사히 갈 수 있었습니다.. 사례하고싶었는데 괜찮다고 하셔서ㅠㅠ 깊티라도 드리고 싶은데 쪽지주셨음 좋겠어요ㅠㅠㅠㅠ  인상착의) 둥근 뿔테 안경에 얇은 숏패딩? 입으셨던 것 같고 안암에서 자취하시는 것 같았는데...ㅠㅠ  꼭 댓글이나 쪽지 부탁드려요!
정후 프리허그	진짜 개귀엽네ㅋㅋㅋㅋ
여자친구 생겼다	이제 나도 커플임
교내 밴드부 앰프 대여	26일 토요일 오후 6~7시 잠깐 교내 행사용으로 쓰려는데 버스킹용 앰프 +유 무선 마이크 1개 대여해주실 밴드 동아리 있으실까요..? 대여비 드립니다
📸일상다반사 정기사진전📸💕	📸일상다반사 정기사진전📸  한 해의 마지막이 다가오는 요즘, 여러분의 일상은 어떠셨나요??  혹시 평범한 여러분의 일상에 특별한 무언가가 필요하진 않으신가요?  그렇다면 일상다반사 사진전에 놀러오세요 🎈  3년만에 돌아온 오프라인 사진전인만큼, 일상다반사의 슬로건 ✨당신의 일상은 작품이 된다✨ 를 주제로 사진전을 진행합니다!  오랜만에 되찾은 일상속 회원들의 특별한 사진을 감상하면서 여러분의 일상을 특별하게 만들어보세요!💫  ✔️ 11/30(수) - 12/1(목) ✔️ 10a.m - 5p.m ✔️ 중앙광장 지하 CCL  다양한 사진과 엽서를 접할 수 있는 사진전에 여러분을 초대합니다🍀
애기능 농구코트에서 축구 중계 틀어준대	쿱스 순발력 미쳤다
새솔 제정신인가 ㅋㅋ	이태원 사고 얼마나 지났다고 압사 드립
지금 메시 ㄹㅇ 큰일난 이유 ㅋㅋㅋ	같은 조 담당일진 만나지도 않음 ㅋㅋㅋㅋ
환승연애 박성근 x 이용재	총 연애 기간 1년 헤어진 지 6개월
기싸움 ㄹㅈㄷ	질문 안 받는다 이러고 난리낫네 ㅋㅋ
박성근님	살짝 미미미누 닮으심
외고폐지 역사속으로...	이럴줄 알았다
애기능 합주 소음문제(동영상 첨부)	애기능 소음과 관련하여 전에 고파스에도 글을 올렸던 사람입니다.  우리학교 동아리이고하니 이전까지 몇 번 참았습니다.  그러나, 오늘 저녁부터 오후 10시까지 치시는것, 그리고 소음의 정도가 너무 지나친 것, 이 두가지 문제 때문에 마지막으로 온라인 상에 글을 적습니다.  얼마나 시끄러운지 가늠이 안될 것 같아 동영상도 첨부합니다. 이 동영상은 오후 9시 58분에 촬영한 동영상입니다.  방음벽설치를 한다든가, 방음벽설치가 불가하다면 동방의 위치를 바꾸거나, 이것마저 안된다면 사설 합주실을 이용하시는 방안을 선택해주셨으면 좋겠습니다
하스 열람실 앞 프린터 종이	하스에 열람실 앞 프린터에서 A4 용지 슬쩍 꺼내가시는 분들이 많은 거 같습니다. 학교 자산이라 무단으로 가져가시면 안 돼요 ㅠㅠ
서강준이 배가 아프면?	속안좋은
이번 학생회장 토론 봤냐?	진짜 두 후보다 쟁쟁해서 누굴 뽑아야 할지 감도 안잡힌다
신문에 나온 우리 개 자랑 …	좀 할게요 !!!!! 고대신문 이번 호에 실렸어용
11/23 오늘 10:30쯤 개운사길 뛰어가시던 분 삼성펜슬 떨어뜨리셨어요!	멀리서 확인했는데, 급히 뛰어가셔서 전달드릴 수는 없었지만 주워서 바로 옆 저기 벽돌위에 올려두었습니다. 아이헤어 미용실 건너편이니 꼭 찾아가시길 바라요!
미필이면 군대 못 다룸?	미필이어도 군대 관련 공약 낼 수 있지 그러면 장애인 공약은 장애인만 내고 그래야함? 그러면 애초에 선본에 고대에 존재하는 인간 군상이 다 들어가야하는거 아님? 미필이면 어때
선본들은 에타에서 손을 뗐으면	에타에서 양쪽 공약 이야기는 하지도 않고 그냥 선동글만 잔뜩 있음  솔직히 선동 반응 미적지근 하면 1절만 해야하는데 2절 3절하고 서로 궁예질 하고 이게 뭐냐  그냥 양쪽 선본 모두 네거티브나 이런건 하지 않았으면 좋겠다  우리 학우들 적어도 네거티브하고 선동하는 그런 선거보다 진짜 공약으로 승부해서 학교가 좋아지는걸 원할텐데 이럴 수록 투표 하기만 싫어진다  진짜 불쾌하고 화나니까 선동하고 네거티브할 시간에 공약이야기나 해줘라
❗️작고 소중한 제 아잉 에세이 종이를 찾습니다..	오늘 12시경 에세이를 들고 점심을 먹으러 가다가 잃어버렸습니다 😢 에세이는 반 접힌 A4용지 여러 장이 스테이플러로 묶인 형태로, 맨 위에 큰 글씨로 이름과 학번이 적혀있습니다 민주광장, 개운사길 바닥에서 굴러다니고 있을 확률이 크며 찾아주신 분께는 기프티콘을 사례로 드리겠습니다 🥺
학생회관 신천지 포교 관련 사건 정황 말씀드립니다.	안녕하세요. 원불교 동아리입니다.  금일 오후 4시 50분경, 동아리방으로 들어가는 제게 중년 남성 1분, 여성 2분이 따라오며 '원불교가 궁금하니 안내 부탁드려도 되냐'라고 물으셨습니다.  동아리 방에서 대화 나누던 도중 제게 계속해서 전도를 시도하셨고, 저는 불쾌한 티를 내며 나가주실 것을 요청드렸습니다.  그분들은 나가시면서 다른 동아리방에 들렀다는 뉘앙스로 말씀을 하셨고, 예수사랑교회라는 이름이 적힌 팜플렛을 두고 가셨습니다.  후에 종교분과 회장님들과 논의하는 과정에서 해당 교회가 신천지에서 위장하려고 쓰는 교회라는 얘길 듣게 되었습니다.  저희 동아리에 방문하기 이전 다른 동아리방을 방문해 포교를 시도했던 것으로 보이며 학생회관을 이용하는 학우 여러분들의 피해가 우려되어 캠폴에 신고를 드린 상황입니다.  학생회관에 근무중인 캠폴분께선 학교 측에 해당 사실을 알리겠다고 말씀하셨으며, 외부인 출입에 더 신경쓰시겠다고 해주셨습니다.  3줄요약 1. 신천지에서 포교 목적으로 학관 내 동아리방에 들어간 정황. 2. 조심합시다.  감사합니다
잊지 않겠습니다.	
박성근 후보님	2019년도 자료보니까 시너지했네. (+싸국 부회장님)
PBL 극혐	고대에 개설된 전과목 통틀어서 최악의 수업인듯ㄹㅇ 교양교육원 이 수업 진지하게 다시 생각해보길… 토론은 말 못하고 소심한 친구들 조원들 잘 만나면 어찌저찌 입이라도 조금씩 트이는건데 피비엘 시작되면서 팀플만 몇시간째 시키니까 얻어가는건 1도없고 걍 아무것도 모르는 1학년의 머리에서 나온
2호선 분실물	12/24 새벽 2호선 설입향 막차에서 분실물 습득했습니다. 혹시 몰라 태블릿 열어보니까... 고대22서문 톡방 알림이 있어 여기 올려요! 시간이 너무 늦어서 일단 개인적으로 보관하고 있는데 내일 저녁까지 연락 없음 안암역 역무실에 맡기겠습니다:)
음오아예	기엽다
난 대자보에 대한 이용재님의 답변이 제일 궁금하다	설마 무시하진 않겠지 ㅋㅋㅋ
흑잠 유리	얼마전 팬싸에서 입으셨더라구..! 넘 기여어…
26일 임용 대박나세요!!	임고 준비하는 선생님들 홧팅해보아요!! : )👊👊
우루과이 감독ㅋㅋㅋㅋ	머리 맞음ㅋㅋㅋ
심판	돈먹음?
대한민국 골키퍼	그저 GOAT
"다들 ""벤버지"" 사랑하면 '개추' 눌러볼까?"	"""명장"""
너모 아쉽다	우리나라 까보니 생각 이상으로 잘하고 그 와중 우루과이는 예상보다 못하고 골대에는 너무 고맙고 골 안나온거 너무 아쉽고 선수님들 모두 수고하셨습니다 우루과이는 이겨야 할 경기로 생각했을거고 실제 전력차도 그랬는데 잘 비겼다 대한민국
오늘 mvp 올려라	“골대” 물론 우리나라 경기력 진짜 좋았음
애기능 개웃기네	비겼는데 경기 끝나자마자 뱃노래 틈 ㅋㅋㅋㅋ
축구 느낀점	1. 우리 방식대로 했다.  약팀은 점유율을 포기하고 한 방을 노린다. 우리는 우리를 약팀이라 인정하지 않았다. 여태까지 준비해온대로, 가장 큰 무대에서 우리가 하고 싶은 걸 보여줬다. 비겼어도 너무 뿌듯하다.  2. 희망  능력있고 준비된 사람들도, 원하는 목표에 닿지 못하는 것이 익숙해지는 세상이다. 남은 두 경기에서 그렇지 않다는 걸 보여줬으면 좋겠다. 욕심은 끝이 없겠지만, 숨 막힐 때까지 뛰었던 경기들이 후회남지 않는 시간이었다는 걸 전해주었으면 좋겠다.  3. 양치하고 내일 예비군 가야겠다
오늘 뽑는다	공대생이라 박성근후보 뽑으려했는데 세종 이원화 저지는 못참지 ㅋㅋㅋ
근데 세종총학도 본분교 통합 공약 매번 내던데	서울캠 총학이라고 분교 관렫 공약 못낼 이유가 없지 않나
오늘 이용재 후보님 에타 안하신다더니	이거 맞아요..?
오늘 정후보와 부후보는 무슨 소통을 하십니까	정후보와 부후보 모두 대자보가 붙었습니다. 자신의 소속과 이름을 모두 밝힌 글입니다. 해명하거나, 반박하거나 어떤 식이든 자신들의 입장을 밝히는 것이 적절합니다. 선거운동본부와 익명 뒤에 숨어 시간이 흐르길만을 기다리는 태도를 규탄합니다. 소통을 어제 공청회에서 강조하셨습니다
오늘 붙은 대자보	ㆍ
총학 투표 쉬워보임(선동x)	선동하려는 게 아니고 내 생각 말해보려는거  일단 교내소식->kutv들어가면 각 후보 공청회 속기 있으니 보고 오자. 글이라 5분도 안 걸림.  1.두 정후보 다 일 잘하는 양반들임 2.누가 실언했느니 누가 대자보 걸렸느니 하는 거 신경 끌 생각. 3. 1때문에 후보가 실시간으로 법원가는 거 아닌 이상 공약 위주로만 보려 함  여기까진 대부분 동의할 것 같고 이제 사견 말해보자면  새솔이랑 오늘 다 이악물고 저주하는 반대세력 있는 게 눈에 보임 새솔은 '그쪽 사상' 불편러들 오늘은 75들  얘네가 싫어하면 그 방향성이 맞는 거 진리지요? 둘 중에 더 마음에 드는 방향 택하면 되지 않나 하는 생각  새솔:질의응답 보면 그쪽 사상 종사자가 부들대는 게 활자 뚫고 느껴질 정도임. 정후보 발언 중 일부 인용하자면 '여성, 성소수자, 장애인에 치중되어 있었기에 군인, 대학원생까지 포괄하는...' 이 부분 나만 보기 아까워서 인용해옴  오늘:공약부터 명징. 포퓰리즘 얘기도 있고 실제로 어려워보이기도 하지만 다 필요없고 일단 '실적'이 있음. 동연 부회장이 75가 되는 거 막는 데 기여했었음  비정상의 정상화, 언더도그마 해소를 혐오라고 핏대 세우는 양반들 탓에 양 후보 다 공격받고 있긴 한데 양쪽 공약이 다 좋아보여서 나는 여기에만 집중하려고.  이념 쪽만 언급했지만 생활 부분 보면 쏠쏠해 보이는 공약들도 진짜 많아 보이고  다른 사람들은 어떻게 생각하는지 궁금하다
세종애들 에타사용 가능?	그러면 지금 이 사태가 이해가됨.. 나같아도 죽이고싶을듯?
부후보 자보 쓴 분께서 응원단+총학+대표자 단톡에 입실 후 올렸던 카톡	그리고 그 카톡에 달린 대표자들의 무수한 공감… 저 때 스태프로 참여했던 사람인데, 한 학과의 회장으로 있으면서도 자기가 대표인 단위보단 응원단이 중요하셨나봐요. 같은 단위 부회장에게 저런 말을 보냈다고 법적 대응을 하겠다고 했다니… 부총이 되어서도 늘 응원단이 먼저겠네요
와 이달의소녀 소속사 제정신아니다	정산 한 푼 안해주고 골수까지 뽑아먹다가 소송 지고 계약 나가리될 것 같으니까 같이 죽자고 막말하네.. 자사 소속 아티스트가 탈퇴하는데 퇴출 제명 갑질같은 의도적으로 공격적인 말 쓰는 경우 살면서 한 번도 못 봄ㅋㅋ
[총학생회장단 선거관리 업무에 관한 중앙선거관리위원회 입장문]	안녕하세요, 학우 여러분, 고려대학교 총학생회 중앙선거관리위원회입니다. 어제 자로 게시된 중앙선거관리위원회 집행국원 김지윤 씨의 글과 관련하여, 학우분들께서 궁금해하실 만한 사항에 대해 답변드리고자 글을 씁니다. 말씀드리고자 하는 사항은 아래 사진과 같습니다
개돼지 발언 증거 있음	여기 개돼지 보이지? 일부러 비꼰 거임
